Time of Day	Event type	Apparition Type	Image/Video/Visual Evidence	Audio Evidence	state	State% of High School Diploma	State% of Bachelor's Degree	State% of Advanced Degree	Haunted Places Witness Count	Combined_Evidence	Witness_Count_Group	QUANTITY	TIME	FAC	ORG	LOC	EVENT
night	Fire and Destruction	Several Ghosts	False	True	Illinois	90.17	37.14	15.01	1	Audio Only	1	[]	[]	[]	[]	[]	[]
night		Unknown	True	True	Illinois	90.17	37.14	15.01	0	Both	0	[]	['opening night']	[]	[]	[]	[]
Unknown		Unknown	True	True	Illinois	90.17	37.14	15.01	1	Both	1	[]	[]	[]	[]	[]	[]
night	Violent or Tragic Deaths	Male Ghost	True	True	Illinois	90.17	37.14	15.01	1	Both	1	[]	"[""12 o'clock at night"", 'night']"	[]	[]	[]	[]
night	Ghostly Sightings	Female Ghost	False	True	Illinois	90.17	37.14	15.01	1	Audio Only	1	[]	[]	[]	[]	[]	[]
night	Mysterious Occurrences	Unknown	False	True	Illinois	90.17	37.14	15.01	1	Audio Only	1	[]	[]	[]	[]	[]	[]
Unknown	Sounds and Noises	Unknown	False	True	Illinois	90.17	37.14	15.01	1	Audio Only	1	[]	[]	[]	[]	[]	[]
night	Violent or Tragic Deaths	Unknown	True	True	Illinois	90.17	37.14	15.01	3	Both	2-5	[]	['night']	[]	[]	[]	[]
night	Fire and Destruction	Unknown	True	False	Illinois	90.17	37.14	15.01	5	Visual Only	2-5	[]	[]	['Queen of Heaven', 'Queen of Heaven Cemetery', 'Our Lady of Angels School']	[]	[]	[]
night	Object and Environmental Manipulation	Unknown	True	True	Illinois	90.17	37.14	15.01	24	Both	10+	[]	['night']	['Golf Road']	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Unknown	False	True	Illinois	90.17	37.14	15.01	0	Audio Only	0	[]	[]	['Rohrsson Ave', 'Shoe Factory Road']	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Child Ghost	False	True	Indiana	90.64	28.88	10.39	1	Audio Only	1	[]	['every night', 'night']	['Skiles Test Park', 'Fall Creek Road']	['the Lawrence Township School Board']	[]	[]
Unknown	Murder	Unknown	False	True	Indiana	90.64	28.88	10.39	0	Audio Only	0	[]	[]	[]	[]	[]	[]
Unknown	Violent or Tragic Deaths	Male Ghost	False	True	Indiana	90.64	28.88	10.39	16	Audio Only	10+	[]	[]	[]	['Mafia']	[]	[]
night		Unknown	False	True	Indiana	90.64	28.88	10.39	15	Audio Only	10+	[]	['the night']	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Unknown	False	True	Indiana	90.64	28.88	10.39	0	Audio Only	0	['about a half mile']	[]	['Washington Street', 'Washington St.', 'Belmont Street', 'Washington Streets', 'Miley Avenue', 'Hawthorne Park', 'School 50', 'Belleview', 'Indianola Park', 'Belmont', 'Belmont Ave', 'School #30', 'School #50']	[]	[]	[]
Unknown	Mysterious Occurrences	Several Ghosts	True	True	Indiana	90.64	28.88	10.39	0	Both	0	[]	[]	['the Allison Mansion']	['Marian College']	[]	[]
night	Unexplained Movements and Physical Manifestations	Several Ghosts	True	False	Indiana	90.64	28.88	10.39	0	Visual Only	0	[]	['the night']	[]	[]	[]	[]
night	Ghostly Sightings	Several Ghosts	True	False	Indiana	90.64	28.88	10.39	1	Visual Only	1	[]	[]	['the Japanese Tea House', 'Stokely Mansion']	[]	[]	[]
Unknown	Murder	Child Ghost	True	True	Indiana	90.64	28.88	10.39	1	Both	1	[]	[]	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Unknown	True	True	Indiana	90.64	28.88	10.39	6	Both	6-10	[]	[]	['West Washington Street']	[]	[]	[]
night	Violent or Tragic Deaths	Orb	True	True	Indiana	90.64	28.88	10.39	5	Both	2-5	[]	[]	[]	[]	[]	[]
Unknown		Unknown	False	False	Indiana	90.64	28.88	10.39	0	None	0	[]	[]	[]	[]	[]	[]
Unknown	Sounds and Noises	Unknown	True	True	Indiana	90.64	28.88	10.39	1	Both	1	[]	[]	[]	[]	[]	[]
Unknown	Violent or Tragic Deaths	Unknown	True	False	Indiana	90.64	28.88	10.39	5	Visual Only	2-5	[]	[]	[]	[]	[]	[]
Unknown	Violent or Tragic Deaths	Male Ghost	True	False	Indiana	90.64	28.88	10.39	0	Visual Only	0	[]	[]	[]	[]	[]	[]
night	Murder	Unknown	True	False	Indiana	90.64	28.88	10.39	1	Visual Only	1	[]	['night']	[]	[]	[]	[]
night		Several Ghosts	True	True	Indiana	90.64	28.88	10.39	1	Both	1	"[""as high as 10'""]"	['Late night']	[]	[]	[]	['WW II']
Unknown	Unexplained Movements and Physical Manifestations	Unknown	True	True	Indiana	90.64	28.88	10.39	1	Both	1	[]	[]	['Indiana State Prison South']	['Colgate Palmolive']	[]	[]
Unknown	Murder	Unknown	False	False	Indiana	90.64	28.88	10.39	0	None	0	[]	[]	[]	[]	[]	[]
night		Several Ghosts	True	False	Indiana	90.64	28.88	10.39	1	Visual Only	1	[]	[]	[]	[]	[]	[]
Unknown	Mysterious Occurrences	Unknown	False	True	Indiana	90.64	28.88	10.39	0	Audio Only	0	[]	[]	[]	[]	[]	[]
Unknown	Violent or Tragic Deaths	Several Ghosts	False	False	Indiana	90.64	28.88	10.39	1	None	1	[]	[]	[]	['MTV']	[]	[]
afternoon	Unexplained Movements and Physical Manifestations	Child Ghost	True	True	Indiana	90.64	28.88	10.39	1	Both	1	[]	[]	['Strand']	['The Strand']	[]	[]
Unknown	Violent or Tragic Deaths	Several Ghosts	False	False	Indiana	90.64	28.88	10.39	6	None	6-10	[]	[]	[]	[]	[]	[]
night		Unknown	False	True	Indiana	90.64	28.88	10.39	0	Audio Only	0	[]	['a split second', 'midnight']	[]	[]	[]	[]
Unknown		Unknown	False	False	Indiana	90.64	28.88	10.39	1	None	1	[]	[]	[]	[]	[]	[]
Unknown	Violent or Tragic Deaths	Several Ghosts	True	True	Indiana	90.64	28.88	10.39	10	Both	6-10	[]	[]	[]	[]	[]	[]
Unknown		Several Ghosts	False	True	Indiana	90.64	28.88	10.39	1	Audio Only	1	[]	['a few minutes later']	['The Gateway Gardens']	[]	[]	[]
night	Ghostly Sightings	Unknown	True	True	Indiana	90.64	28.88	10.39	0	Both	0	[]	[]	[]	['House Of Jordan Entertainment']	[]	[]
night	Unexplained Movements and Physical Manifestations	Several Ghosts	True	True	Illinois	90.17	37.14	15.01	5	Both	2-5	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Female Ghost	False	True	Illinois	90.17	37.14	15.01	1	Audio Only	1	[]	[]	[]	[]	[]	[]
Unknown		Unknown	True	True	Illinois	90.17	37.14	15.01	0	Both	0	[]	[]	[]	[]	[]	[]
night		Unknown	False	True	Illinois	90.17	37.14	15.01	0	Audio Only	0	[]	['night']	[]	[]	[]	[]
Unknown	Violent or Tragic Deaths	Male Ghost	True	False	Illinois	90.17	37.14	15.01	1	Visual Only	1	[]	[]	[]	[]	[]	[]
Unknown	Murder	Unknown	True	True	Illinois	90.17	37.14	15.01	0	Both	0	[]	[]	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Unknown	False	True	Illinois	90.17	37.14	15.01	3	Audio Only	2-5	[]	['night']	[]	['Carrus Publishing']	[]	[]
night	Ghostly Sightings	Several Ghosts	False	True	Illinois	90.17	37.14	15.01	1	Audio Only	1	[]	['Late at night']	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Unknown	False	False	Illinois	90.17	37.14	15.01	0	None	0	[]	[]	['Salem']	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Unknown	True	True	Illinois	90.17	37.14	15.01	5	Both	2-5	[]	['night']	[]	[]	[]	[]
Unknown	Ghostly Sightings	Several Ghosts	True	True	Illinois	90.17	37.14	15.01	6	Both	6-10	[]	[]	[]	[]	[]	[]
Unknown	Violent or Tragic Deaths	Several Ghosts	False	True	Illinois	90.17	37.14	15.01	0	Audio Only	0	[]	[]	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Child Ghost	True	True	Illinois	90.17	37.14	15.01	1	Both	1	[]	[]	['ST. ANN SCHOOL']	[]	[]	[]
night	Violent or Tragic Deaths	Male Ghost	True	True	Illinois	90.17	37.14	15.01	0	Both	0	[]	['late at night']	[]	[]	[]	[]
night	Violent or Tragic Deaths	Unknown	True	False	Illinois	90.17	37.14	15.01	1	Visual Only	1	[]	['one evening', 'Late night']	['Alumni House']	[]	[]	[]
Unknown	Ghostly Sightings	Several Ghosts	True	False	Illinois	90.17	37.14	15.01	0	Visual Only	0	[]	[]	[]	['Carnegie']	[]	[]
night		Unknown	False	True	Illinois	90.17	37.14	15.01	0	Audio Only	0	[]	['night']	[]	[]	[]	[]
Unknown		Unknown	False	False	Illinois	90.17	37.14	15.01	0	None	0	[]	[]	[]	[]	[]	[]
Unknown		Female Ghost	False	False	Illinois	90.17	37.14	15.01	1	None	1	[]	[]	"[""Monk's Castle""]"	[]	[]	[]
Unknown	Ghostly Sightings	Several Ghosts	True	True	Illinois	90.17	37.14	15.01	0	Both	0	[]	[]	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Unknown	False	True	Illinois	90.17	37.14	15.01	1	Audio Only	1	[]	['night']	['University Hall']	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Several Ghosts	True	True	Illinois	90.17	37.14	15.01	11	Both	10+	[]	[]	"[""St. Joseph's Orphanage"", 'Joseph', 'St. Procopius Abbey', 'Benet']"	[]	[]	[]
Unknown	Ghostly Sightings	Child Ghost	False	True	Illinois	90.17	37.14	15.01	0	Audio Only	0	[]	[]	['Benidictine hall']	[]	[]	[]
night	Sounds and Noises	Unknown	False	True	Illinois	90.17	37.14	15.01	0	Audio Only	0	[]	['late at night']	['Ben Hall', 'Benedictine Hall']	[]	['Art']	[]
night	Ghostly Sightings	Several Ghosts	True	True	Illinois	90.17	37.14	15.01	0	Both	0	[]	['One night']	['Benedictine Hall', 'the Abbey']	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Child Ghost	True	False	Illinois	90.17	37.14	15.01	0	Visual Only	0	[]	[]	['Jaeger', 'Jaeger Hall']	[]	[]	[]
night		Unknown	False	False	Illinois	90.17	37.14	15.01	0	None	0	[]	[]	['Neuzil Hall']	[]	[]	[]
Unknown		Unknown	True	True	Illinois	90.17	37.14	15.01	0	Both	0	[]	[]	['Ondrak Hall']	[]	[]	[]
night		Unknown	True	False	Illinois	90.17	37.14	15.01	5	Visual Only	2-5	[]	['a few seconds']	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Unknown	True	False	Illinois	90.17	37.14	15.01	1	Visual Only	1	[]	[]	[]	[]	[]	[]
Unknown	Sounds and Noises	Several Ghosts	True	True	Illinois	90.17	37.14	15.01	5	Both	2-5	[]	[]	[]	[]	[]	[]
night	Sounds and Noises	Unknown	False	True	Illinois	90.17	37.14	15.01	5	Audio Only	2-5	[]	['night']	['leigon park']	[]	[]	[]
Unknown		Unknown	True	True	Indiana	90.64	28.88	10.39	0	Both	0	[]	[]	[]	[]	[]	[]
night		Unknown	False	False	Indiana	90.64	28.88	10.39	1	None	1	[]	['night']	[]	[]	[]	[]
Unknown	Violent or Tragic Deaths	Unknown	True	True	Indiana	90.64	28.88	10.39	0	Both	0	[]	[]	['La Porte High School', '10th Street Clinic']	['Clinic']	[]	['Trail of Tears']
Unknown	Unexplained Movements and Physical Manifestations	Several Ghosts	True	True	Indiana	90.64	28.88	10.39	0	Both	0	[]	[]	[]	[]	[]	[]
Unknown		Unknown	True	True	Indiana	90.64	28.88	10.39	1	Both	1	[]	[]	[]	[]	[]	[]
night	Violent or Tragic Deaths	Unknown	True	False	Indiana	90.64	28.88	10.39	10	Visual Only	6-10	[]	['night']	[]	[]	[]	[]
night	Mysterious Occurrences	Orb	False	True	Indiana	90.64	28.88	10.39	10	Audio Only	6-10	[]	[]	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Child Ghost	True	True	Indiana	90.64	28.88	10.39	0	Both	0	[]	[]	['Harrison High School']	[]	[]	[]
night	Violent or Tragic Deaths	Several Ghosts	True	True	Indiana	90.64	28.88	10.39	0	Both	0	[]	[]	[]	[]	[]	[]
Unknown		Unknown	False	True	Indiana	90.64	28.88	10.39	0	Audio Only	0	[]	[]	[]	[]	[]	[]
night	Mysterious Occurrences	Orb	True	False	Indiana	90.64	28.88	10.39	1	Visual Only	1	['2 miles']	[]	['Lake Prairie Cemetery', 'Calumet Avenue', 'route 41']	[]	[]	[]
Unknown	Sounds and Noises	Unknown	True	True	Indiana	90.64	28.88	10.39	0	Both	0	[]	[]	[]	[]	[]	[]
night	Sounds and Noises	Unknown	True	True	Indiana	90.64	28.88	10.39	0	Both	0	[]	[]	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Unknown	True	True	Indiana	90.64	28.88	10.39	5	Both	2-5	[]	[]	[]	[]	[]	[]
Unknown	Violent or Tragic Deaths	Female Ghost	False	True	Indiana	90.64	28.88	10.39	4	Audio Only	2-5	[]	[]	"['the ""Malt Room']"	[]	[]	[]
night		Unknown	False	False	Indiana	90.64	28.88	10.39	0	None	0	[]	[]	[]	['Lebanon High School']	[]	[]
Unknown	Ghostly Sightings	Several Ghosts	False	True	Indiana	90.64	28.88	10.39	4	Audio Only	2-5	[]	[]	[]	[]	[]	[]
night		Unknown	True	False	Indiana	90.64	28.88	10.39	14	Visual Only	10+	[]	[]	['Cedar Canyons', 'the Vandolah Nature Preserve', 'Auburn Road']	[]	[]	[]
Unknown	Ghostly Sightings	Unknown	True	True	Indiana	90.64	28.88	10.39	0	Both	0	[]	['12:00 to 3:00', 'between the hours']	['Griffen Rd']	[]	['Cedar Canyon']	[]
Unknown	Murder	Several Ghosts	True	True	Indiana	90.64	28.88	10.39	1	Both	1	[]	[]	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Several Ghosts	False	True	Indiana	90.64	28.88	10.39	0	Audio Only	0	[]	[]	[]	['The Guyer Opera House', 'Guyer', 'the Guyer Opera House']	['Wild West']	[]
night	Sounds and Noises	Several Ghosts	True	True	Indiana	90.64	28.88	10.39	1	Both	1	[]	['that night']	[]	[]	[]	[]
morning	Violent or Tragic Deaths	Unknown	False	True	Indiana	90.64	28.88	10.39	1	Audio Only	1	[]	['one early morning']	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Female Ghost	False	True	Indiana	90.64	28.88	10.39	0	Audio Only	0	[]	[]	[]	[]	[]	[]
Unknown		Unknown	True	True	Indiana	90.64	28.88	10.39	0	Both	0	[]	[]	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Unknown	True	True	Indiana	90.64	28.88	10.39	1	Both	1	[]	['midnight']	[]	[]	[]	[]
night	Violent or Tragic Deaths	Several Ghosts	True	True	Indiana	90.64	28.88	10.39	1	Both	1	[]	['night', 'the night']	[]	[]	[]	[]
night	Murder	Unknown	False	True	Indiana	90.64	28.88	10.39	5	Audio Only	2-5	[]	['night']	[]	[]	[]	[]
Unknown	Sounds and Noises	Unknown	True	True	Indiana	90.64	28.88	10.39	0	Both	0	['about 75 feet']	[]	[]	[]	[]	[]
Unknown	Violent or Tragic Deaths	Several Ghosts	False	False	Indiana	90.64	28.88	10.39	1	None	1	[]	[]	['Lowell', 'Clay Street', 'I-65']	[]	[]	[]
night	Object and Environmental Manipulation	Unknown	False	False	Indiana	90.64	28.88	10.39	6	None	6-10	[]	[]	['Holtz Road', '173rd']	[]	[]	[]
night	Ghostly Sightings	Several Ghosts	True	True	Indiana	90.64	28.88	10.39	5	Both	2-5	['about 2 miles']	[]	['Macy', 'U.S. 31']	[]	[]	[]
Unknown	Sounds and Noises	Unknown	True	True	Indiana	90.64	28.88	10.39	0	Both	0	[]	[]	[]	[]	[]	[]
night		Unknown	False	True	Illinois	90.17	37.14	15.01	1	Audio Only	1	[]	[]	[]	[]	[]	[]
night	Ghostly Sightings	Female Ghost	False	True	Illinois	90.17	37.14	15.01	1	Audio Only	1	[]	[]	[]	['Lamoine Hotel']	[]	[]
night	Unexplained Movements and Physical Manifestations	Female Ghost	True	True	Illinois	90.17	37.14	15.01	5	Both	2-5	['20 feet']	['a few seconds', 'One night', 'the night']	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Child Ghost	True	True	Illinois	90.17	37.14	15.01	1	Both	1	[]	[]	['Bayliss Hall']	['WIU']	[]	[]
night	Violent or Tragic Deaths	Unknown	False	True	Illinois	90.17	37.14	15.01	0	Audio Only	0	[]	[]	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Unknown	True	True	Illinois	90.17	37.14	15.01	6	Both	6-10	[]	[]	['Simpkins Hall']	[]	[]	[]
Unknown	Ghostly Sightings	Female Ghost	True	False	Illinois	90.17	37.14	15.01	12	Visual Only	10+	[]	[]	['Tanner Hall']	[]	[]	[]
Unknown	Sounds and Noises	Several Ghosts	True	True	Illinois	90.17	37.14	15.01	0	Both	0	[]	['Every few minutes']	['Thompson Hall']	[]	[]	[]
Unknown	Murder	Unknown	True	True	Illinois	90.17	37.14	15.01	1	Both	1	[]	[]	['Washington Hall']	[]	[]	[]
night	Ghostly Sightings	Several Ghosts	True	False	Illinois	90.17	37.14	15.01	1	Visual Only	1	['About 5 miles']	[]	['Moore Cemetery']	[]	[]	['Civil War']
night	Violent or Tragic Deaths	Unknown	True	False	Illinois	90.17	37.14	15.01	1	Visual Only	1	[]	['around 12:00 midnight', 'Late at night']	['Rag Doll Cemetery']	[]	[]	[]
Unknown	Object and Environmental Manipulation	Unknown	True	True	Illinois	90.17	37.14	15.01	1	Both	1	[]	[]	[]	[]	[]	[]
Unknown	Violent or Tragic Deaths	Unknown	False	False	Illinois	90.17	37.14	15.01	0	None	0	[]	[]	[]	[]	[]	[]
morning	Murder	Several Ghosts	True	True	Illinois	90.17	37.14	15.01	1	Both	1	[]	['12:00 in the morning', 'Late at night']	[]	[]	[]	[]
Unknown	Ghostly Sightings	Unknown	False	False	Illinois	90.17	37.14	15.01	1	None	1	[]	[]	[]	['State Mental Institution']	[]	[]
Unknown		Unknown	True	True	Illinois	90.17	37.14	15.01	0	Both	0	[]	[]	[]	['www.mantenostatehospital', 'Manteno']	[]	[]
night	Murder	Unknown	True	True	Illinois	90.17	37.14	15.01	1	Both	1	[]	['late at night']	[]	[]	[]	[]
Unknown	Ghostly Sightings	Several Ghosts	True	False	Illinois	90.17	37.14	15.01	0	Visual Only	0	[]	[]	[]	[]	[]	[]
night	Murder	Unknown	True	True	Illinois	90.17	37.14	15.01	0	Both	0	[]	[]	['Highway 177', 'Renschler']	[]	[]	[]
night	Mysterious Occurrences	Orb	True	True	Illinois	90.17	37.14	15.01	1	Both	1	[]	['late at night']	[]	[]	[]	[]
night	Mysterious Occurrences	Unknown	True	True	Illinois	90.17	37.14	15.01	3	Both	2-5	['a few miles']	['a few seconds later']	['lake paradise road', 'Lake Road)at']	[]	[]	[]
night	Object and Environmental Manipulation	Unknown	False	True	Illinois	90.17	37.14	15.01	0	Audio Only	0	[]	['late at night']	[]	[]	[]	[]
Unknown		Unknown	True	False	Illinois	90.17	37.14	15.01	0	Visual Only	0	[]	[]	['Rag Doll', 'route 45']	[]	[]	[]
night	Murder	Unknown	False	True	Illinois	90.17	37.14	15.01	0	Audio Only	0	[]	['a certain night', 'midnight']	[]	[]	[]	[]
afternoon	Ghostly Sightings	Several Ghosts	True	False	Illinois	90.17	37.14	15.01	1	Visual Only	1	[]	['3:45 P.M.']	['Library']	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Unknown	False	True	Illinois	90.17	37.14	15.01	0	Audio Only	0	[]	[]	[]	['the Putnam County Junior High']	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Several Ghosts	False	True	Illinois	90.17	37.14	15.01	1	Audio Only	1	[]	[]	[]	[]	[]	[]
night	Ghostly Sightings	Child Ghost	True	False	Illinois	90.17	37.14	15.01	0	Visual Only	0	[]	[]	[]	[]	[]	[]
evening	Murder	Several Ghosts	True	True	Illinois	90.17	37.14	15.01	1	Both	1	[]	['dusk']	['Milan Manor Apartments']	['Milan Manor Apartments']	[]	[]
Unknown	Violent or Tragic Deaths	Child Ghost	True	True	Illinois	90.17	37.14	15.01	5	Both	2-5	[]	[]	['State Route 163']	[]	[]	[]
night	Mysterious Occurrences	Unknown	False	False	Illinois	90.17	37.14	15.01	1	None	1	[]	[]	[]	[]	[]	[]
Unknown	Sounds and Noises	Unknown	True	True	Indiana	90.64	28.88	10.39	1	Both	1	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Several Ghosts	True	False	Indiana	90.64	28.88	10.39	0	Visual Only	0	[]	[]	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Male Ghost	False	True	Indiana	90.64	28.88	10.39	1	Audio Only	1	[]	['midnight']	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Several Ghosts	True	False	Indiana	90.64	28.88	10.39	0	Visual Only	0	[]	[]	[]	[]	[]	[]
Unknown	Sounds and Noises	Child Ghost	False	True	Indiana	90.64	28.88	10.39	1	Audio Only	1	[]	[]	[]	[]	[]	[]
Unknown	Mysterious Occurrences	Orb	False	True	Indiana	90.64	28.88	10.39	0	Audio Only	0	[]	[]	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Male Ghost	False	True	Indiana	90.64	28.88	10.39	1	Audio Only	1	[]	[]	[]	[]	[]	[]
night	Sounds and Noises	Unknown	False	True	Indiana	90.64	28.88	10.39	0	Audio Only	0	[]	[]	['Church']	[]	[]	[]
Unknown	Ghostly Sightings	Several Ghosts	True	True	Indiana	90.64	28.88	10.39	0	Both	0	[]	[]	['Crybaby Bridge', 'County Road 675']	[]	[]	[]
night	Murder	Unknown	True	False	Indiana	90.64	28.88	10.39	1	Visual Only	1	[]	['nights']	['Muckshaw Rd.']	[]	[]	[]
night	Violent or Tragic Deaths	Unknown	False	True	Indiana	90.64	28.88	10.39	6	Audio Only	6-10	[]	['night']	['Stepp Cemetery']	[]	[]	[]
night	Ghostly Sightings	Female Ghost	False	True	Indiana	90.64	28.88	10.39	1	Audio Only	1	[]	[]	['Elizabeth Town', 'Olive Branch']	[]	[]	[]
Unknown	Ghostly Sightings	Child Ghost	False	False	Indiana	90.64	28.88	10.39	5	None	2-5	[]	[]	['that White Horse']	[]	[]	[]
night	Violent or Tragic Deaths	Several Ghosts	False	True	Indiana	90.64	28.88	10.39	7	Audio Only	6-10	[]	['night']	['Ross cemetery']	[]	[]	[]
Unknown	Sounds and Noises	Unknown	True	True	Indiana	90.64	28.88	10.39	0	Both	0	[]	[]	['U.S.421', '5o']	[]	[]	[]
Unknown		Unknown	False	False	Indiana	90.64	28.88	10.39	0	None	0	[]	[]	[]	[]	[]	[]
night		Unknown	True	False	Indiana	90.64	28.88	10.39	5	Visual Only	2-5	[]	[]	[]	[]	[]	[]
Unknown	Violent or Tragic Deaths	Several Ghosts	False	False	Indiana	90.64	28.88	10.39	1	None	1	[]	[]	[]	['Hacienda Mexican Restaurant']	[]	[]
night	Sounds and Noises	Several Ghosts	True	True	Indiana	90.64	28.88	10.39	1	Both	1	[]	[]	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Female Ghost	True	False	Indiana	90.64	28.88	10.39	6	Visual Only	6-10	[]	['night']	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Unknown	False	True	Illinois	90.17	37.14	15.01	0	Audio Only	0	[]	['night']	"[""St. Mary's""]"	[]	[]	[]
night		Unknown	False	True	Illinois	90.17	37.14	15.01	1	Audio Only	1	[]	[]	['Aux Sable Cemetery']	[]	[]	[]
night	Violent or Tragic Deaths	Several Ghosts	False	True	Illinois	90.17	37.14	15.01	0	Audio Only	0	[]	['nights']	[]	[]	[]	[]
Unknown	Violent or Tragic Deaths	Child Ghost	True	True	Illinois	90.17	37.14	15.01	1	Both	1	[]	[]	[]	[]	[]	[]
night	Violent or Tragic Deaths	Unknown	True	True	Illinois	90.17	37.14	15.01	1	Both	1	[]	[]	[]	[]	[]	[]
night	Murder	Unknown	True	True	Illinois	90.17	37.14	15.01	6	Both	6-10	[]	[]	[]	[]	[]	[]
night	Violent or Tragic Deaths	Unknown	True	True	Illinois	90.17	37.14	15.01	0	Both	0	[]	['night']	[]	[]	[]	[]
night	Sounds and Noises	Unknown	True	True	Illinois	90.17	37.14	15.01	0	Both	0	[]	['the night']	[]	[]	[]	[]
Unknown	Object and Environmental Manipulation	Orb	True	True	Illinois	90.17	37.14	15.01	0	Both	0	[]	[]	[]	[]	[]	[]
night	Mysterious Occurrences	Unknown	True	True	Illinois	90.17	37.14	15.01	0	Both	0	[]	[]	['Aux Sable']	[]	['Morris']	[]
Unknown	Ghostly Sightings	Child Ghost	True	False	Illinois	90.17	37.14	15.01	1	Visual Only	1	[]	[]	[]	[]	[]	[]
night		Unknown	True	False	Illinois	90.17	37.14	15.01	0	Visual Only	0	[]	[]	[]	[]	[]	[]
night	Ghostly Sightings	Several Ghosts	False	True	Illinois	90.17	37.14	15.01	5	Audio Only	2-5	[]	['night']	[]	[]	[]	[]
night	Violent or Tragic Deaths	Several Ghosts	False	False	Illinois	90.17	37.14	15.01	1	None	1	[]	[]	[]	[]	[]	[]
Unknown	Murder	Unknown	True	True	Illinois	90.17	37.14	15.01	1	Both	1	[]	[]	[]	[]	[]	[]
night	Object and Environmental Manipulation	Unknown	False	True	Illinois	90.17	37.14	15.01	1	Audio Only	1	[]	[]	[]	['Han-Dee Mart']	[]	[]
night	Murder	Female Ghost	False	True	Illinois	90.17	37.14	15.01	1	Audio Only	1	[]	['night', 'one morning']	[]	[]	[]	[]
night		Unknown	False	True	Illinois	90.17	37.14	15.01	5	Audio Only	2-5	[]	['midnight']	[]	[]	[]	[]
Unknown		Unknown	False	False	Illinois	90.17	37.14	15.01	0	None	0	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Male Ghost	False	False	Illinois	90.17	37.14	15.01	5	None	2-5	[]	[]	['Gougar Rd']	[]	[]	[]
night	Sounds and Noises	Unknown	True	True	Illinois	90.17	37.14	15.01	5	Both	2-5	[]	[]	[]	[]	[]	[]
night	Mysterious Occurrences	Orb	True	True	Illinois	90.17	37.14	15.01	5	Both	2-5	[]	['night']	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Female Ghost	True	True	Illinois	90.17	37.14	15.01	0	Both	0	[]	['night']	['Atkin', 'Atkin Hall -']	[]	[]	[]
Unknown	Violent or Tragic Deaths	Unknown	False	True	Illinois	90.17	37.14	15.01	0	Audio Only	0	[]	[]	[]	[]	[]	[]
Unknown	Sounds and Noises	Female Ghost	True	True	Illinois	90.17	37.14	15.01	6	Both	6-10	[]	[]	['Williams', 'Williams Hall -', 'Williams Hall']	['Milner Library', 'ISU']	[]	[]
Unknown	Violent or Tragic Deaths	Unknown	True	True	Illinois	90.17	37.14	15.01	1	Both	1	[]	[]	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Female Ghost	False	True	Illinois	90.17	37.14	15.01	5	Audio Only	2-5	[]	['some late summer', 'nights']	[]	['Graue Mill']	[]	[]
Unknown	Violent or Tragic Deaths	Several Ghosts	False	True	Illinois	90.17	37.14	15.01	1	Audio Only	1	[]	[]	['83']	[]	[]	[]
Unknown		Unknown	True	False	Illinois	90.17	37.14	15.01	0	Visual Only	0	['40 acres']	[]	[]	[]	[]	[]
night		Unknown	True	True	Illinois	90.17	37.14	15.01	1	Both	1	[]	['NIGHT']	[]	[]	[]	[]
night	Object and Environmental Manipulation	Unknown	True	False	Illinois	90.17	37.14	15.01	1	Visual Only	1	[]	['late at night']	[]	[]	[]	[]
