Time of Day	Event type	Apparition Type	Image/Video/Visual Evidence	Audio Evidence	state	State% of High School Diploma	State% of Bachelor's Degree	State% of Advanced Degree	Haunted Places Witness Count	Combined_Evidence	Witness_Count_Group	QUANTITY	TIME	FAC	ORG	LOC	EVENT
Unknown	Ghostly Sightings	Several Ghosts	False	True	Minnesota	94.13	38.9	13.4	1	Audio Only	1	[]	[]	['McCall Hall']	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Child Ghost	True	True	Minnesota	94.13	38.9	13.4	0	Both	0	[]	[]	[]	[]	[]	[]
Unknown	Murder	Several Ghosts	True	False	Minnesota	94.13	38.9	13.4	1	Visual Only	1	[]	[]	[]	[]	[]	[]
night	Violent or Tragic Deaths	Several Ghosts	True	True	Minnesota	94.13	38.9	13.4	0	Both	0	[]	['midnight', 'every night']	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Unknown	False	False	Minnesota	94.13	38.9	13.4	0	None	0	[]	[]	[]	[]	[]	[]
night	Ghostly Sightings	Female Ghost	False	True	Minnesota	94.13	38.9	13.4	0	Audio Only	0	[]	[]	['Spirit Valley,(go']	[]	[]	[]
night	Murder	Unknown	False	False	Minnesota	94.13	38.9	13.4	0	None	0	[]	[]	[]	[]	[]	[]
Unknown	Violent or Tragic Deaths	Unknown	False	True	Minnesota	94.13	38.9	13.4	1	Audio Only	1	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Female Ghost	False	True	Minnesota	94.13	38.9	13.4	1	Audio Only	1	[]	[]	[]	[]	[]	[]
night	Violent or Tragic Deaths	Unknown	True	False	Minnesota	94.13	38.9	13.4	1	Visual Only	1	[]	[]	['East High']	['Little Theater -']	[]	[]
Unknown	Violent or Tragic Deaths	Unknown	True	True	Minnesota	94.13	38.9	13.4	5	Both	2-5	[]	[]	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Several Ghosts	True	False	Minnesota	94.13	38.9	13.4	0	Visual Only	0	[]	[]	[]	[]	[]	[]
night		Unknown	True	True	Minnesota	94.13	38.9	13.4	0	Both	0	[]	[]	[]	[]	[]	[]
night	Violent or Tragic Deaths	Unknown	False	True	Minnesota	94.13	38.9	13.4	5	Audio Only	2-5	[]	['one night']	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Unknown	False	True	Minnesota	94.13	38.9	13.4	0	Audio Only	0	[]	[]	['Griggs Hall S']	[]	[]	[]
night	Violent or Tragic Deaths	Unknown	True	False	Minnesota	94.13	38.9	13.4	1	Visual Only	1	[]	[]	[]	['Walgreen']	[]	[]
night		Unknown	False	True	Minnesota	94.13	38.9	13.4	1	Audio Only	1	[]	['every night']	[]	[]	[]	[]
night	Sounds and Noises	Unknown	True	True	Minnesota	94.13	38.9	13.4	0	Both	0	[]	['hours']	[]	[]	[]	[]
Unknown	Murder	Unknown	True	False	Minnesota	94.13	38.9	13.4	1	Visual Only	1	[]	[]	[]	[]	[]	[]
Unknown	Mysterious Occurrences	Unknown	True	False	Minnesota	94.13	38.9	13.4	1	Visual Only	1	[]	[]	[]	[]	[]	[]
night	Ghostly Sightings	Several Ghosts	True	False	Minnesota	94.13	38.9	13.4	2	Visual Only	2-5	[]	[]	['Noyes Hall', 'Tate Hall']	[]	[]	[]
Unknown		Unknown	True	False	Minnesota	94.13	38.9	13.4	0	Visual Only	0	['a hundred feet']	[]	['660']	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Several Ghosts	False	True	Minnesota	94.13	38.9	13.4	1	Audio Only	1	['about 6 ft', 'about 5 miles']	['between 11-12 pm']	['HWY 4']	[]	[]	[]
Unknown	Ghostly Sightings	Ghost	True	False	Minnesota	94.13	38.9	13.4	0	Visual Only	0	[]	[]	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Male Ghost	True	False	Minnesota	94.13	38.9	13.4	0	Visual Only	0	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Female Ghost	True	False	Minnesota	94.13	38.9	13.4	0	Visual Only	0	[]	[]	[]	['Northern Minnisosta Paranormal Investigators']	[]	[]
Unknown		Unknown	False	False	Minnesota	94.13	38.9	13.4	1	None	1	[]	[]	['Zim Rd']	[]	[]	[]
night	Murder	Unknown	True	False	Minnesota	94.13	38.9	13.4	1	Visual Only	1	[]	['nights']	[]	[]	[]	[]
night	Violent or Tragic Deaths	Several Ghosts	False	True	Minnesota	94.13	38.9	13.4	0	Audio Only	0	[]	['One night', 'the night']	['Park Elementary']	[]	[]	[]
night	Sounds and Noises	Unknown	True	True	Minnesota	94.13	38.9	13.4	3	Both	2-5	[]	[]	[]	[]	[]	[]
night	Sounds and Noises	Unknown	True	True	Minnesota	94.13	38.9	13.4	1	Both	1	[]	['late at night']	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Female Ghost	True	False	Minnesota	94.13	38.9	13.4	1	Visual Only	1	[]	"['the hours', 'midnight', ""one o'clock a.m.""]"	[]	[]	[]	[]
Unknown		Unknown	True	True	Minnesota	94.13	38.9	13.4	0	Both	0	[]	[]	[]	[]	[]	[]
Unknown		Unknown	True	True	Minnesota	94.13	38.9	13.4	1	Both	1	[]	['a few minutes later']	[]	['the Lino']	[]	[]
night	Unexplained Movements and Physical Manifestations	Child Ghost	True	False	Minnesota	94.13	38.9	13.4	6	Visual Only	6-10	[]	['night', 'the stroke of midnight']	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Unknown	True	True	Minnesota	94.13	38.9	13.4	1	Both	1	[]	['around midnight and 2:oo a.m.', 'nights']	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Female Ghost	False	True	Minnesota	94.13	38.9	13.4	0	Audio Only	0	[]	[]	"[""Brown's Campgrounds""]"	[]	['Lake']	[]
night	Sounds and Noises	Unknown	True	True	Minnesota	94.13	38.9	13.4	1	Both	1	[]	[]	[]	[]	[]	[]
Unknown	Murder	Several Ghosts	True	False	Minnesota	94.13	38.9	13.4	0	Visual Only	0	[]	[]	[]	[]	[]	[]
Unknown		Unknown	True	False	Minnesota	94.13	38.9	13.4	0	Visual Only	0	[]	[]	[]	[]	[]	[]
Unknown	Sounds and Noises	Unknown	True	True	Minnesota	94.13	38.9	13.4	0	Both	0	[]	['the minute', '3am']	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Female Ghost	True	False	Minnesota	94.13	38.9	13.4	0	Visual Only	0	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Several Ghosts	True	True	Minnesota	94.13	38.9	13.4	1	Both	1	[]	[]	[]	[]	[]	[]
night	Violent or Tragic Deaths	Unknown	True	True	Minnesota	94.13	38.9	13.4	1	Both	1	[]	[]	['Guthrie']	[]	[]	[]
night	Ghostly Sightings	Male Ghost	True	True	Minnesota	94.13	38.9	13.4	0	Both	0	[]	['the night']	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Unknown	False	False	Minnesota	94.13	38.9	13.4	0	None	0	[]	[]	['Connecticut Room']	[]	[]	[]
night		Unknown	True	False	Minnesota	94.13	38.9	13.4	0	Visual Only	0	[]	['late at night']	['Arcola Trail Bridge', 'Arcola Trail']	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Child Ghost	True	True	Minnesota	94.13	38.9	13.4	1	Both	1	[]	['about 1 hour', 'midnight']	['Hwy 18']	[]	['Mississippi']	[]
night	Violent or Tragic Deaths	Unknown	False	True	Minnesota	94.13	38.9	13.4	0	Audio Only	0	[]	['Late at night']	['Washington Avenue Bridge', 'The Washington Avenue Bridge']	['the University of Minnesota']	['Mississippi']	[]
night	Unexplained Movements and Physical Manifestations	Several Ghosts	True	True	Minnesota	94.13	38.9	13.4	1	Both	1	['50 degrees']	['night']	[]	['Golf Club']	[]	[]
night	Unexplained Movements and Physical Manifestations	Child Ghost	True	True	Minnesota	94.13	38.9	13.4	5	Both	2-5	[]	['night']	[]	[]	[]	[]
Unknown	Violent or Tragic Deaths	Unknown	True	True	Minnesota	94.13	38.9	13.4	0	Both	0	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Male Ghost	False	True	Minnesota	94.13	38.9	13.4	1	Audio Only	1	[]	[]	['Weld Hall -  Weld Hall']	[]	[]	[]
night	Violent or Tragic Deaths	Child Ghost	False	True	Minnesota	94.13	38.9	13.4	5	Audio Only	2-5	[]	['late at night']	['Highway 7']	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Unknown	True	False	Minnesota	94.13	38.9	13.4	0	Visual Only	0	[]	[]	[]	[]	[]	[]
night	Murder	Unknown	False	False	Minnesota	94.13	38.9	13.4	1	None	1	[]	['that grizzly night']	[]	[]	[]	[]
Unknown		Child Ghost	True	True	Minnesota	94.13	38.9	13.4	0	Both	0	[]	[]	['Hilleboe Hall']	[]	[]	[]
night	Ghostly Sightings	Female Ghost	True	True	Minnesota	94.13	38.9	13.4	1	Both	1	[]	['late at night']	[]	['Kelsey Theater']	[]	[]
Unknown		Unknown	False	False	Minnesota	94.13	38.9	13.4	1	None	1	[]	[]	['Melby Hall']	[]	[]	[]
Unknown	Ghostly Sightings	Child Ghost	True	False	Minnesota	94.13	38.9	13.4	1	Visual Only	1	[]	[]	['St. Olaf', 'Thorson Hall']	[]	[]	[]
Unknown		Unknown	True	True	Minnesota	94.13	38.9	13.4	6	Both	6-10	['about six miles']	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Several Ghosts	True	False	Minnesota	94.13	38.9	13.4	0	Visual Only	0	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Several Ghosts	False	False	Minnesota	94.13	38.9	13.4	0	None	0	[]	[]	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Unknown	True	True	Minnesota	94.13	38.9	13.4	4	Both	2-5	[]	[]	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Several Ghosts	False	True	Minnesota	94.13	38.9	13.4	0	Audio Only	0	[]	[]	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Several Ghosts	True	False	Minnesota	94.13	38.9	13.4	10	Visual Only	6-10	[]	['night after 12 am']	"[""Ferguson's Cemetery""]"	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Male Ghost	False	True	Minnesota	94.13	38.9	13.4	1	Audio Only	1	[]	[]	['Holy Name Cemetery', 'Holy Name Drive']	[]	[]	[]
night	Violent or Tragic Deaths	Female Ghost	False	True	Minnesota	94.13	38.9	13.4	3	Audio Only	2-5	[]	['that night', 'night']	['Darling Church']	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Unknown	True	True	Minnesota	94.13	38.9	13.4	0	Both	0	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Several Ghosts	False	True	Minnesota	94.13	38.9	13.4	6	Audio Only	6-10	[]	[]	['The Redford Hospital', 'Hospital']	['Hospital']	[]	[]
Unknown		Unknown	False	False	Minnesota	94.13	38.9	13.4	0	None	0	[]	[]	[]	[]	[]	[]
Unknown	Violent or Tragic Deaths	Male Ghost	True	False	Minnesota	94.13	38.9	13.4	0	Visual Only	0	[]	[]	[]	[]	[]	[]
night	Ghostly Sightings	Female Ghost	True	True	Minnesota	94.13	38.9	13.4	0	Both	0	[]	['hours', 'night']	[]	[]	[]	[]
Unknown	Ghostly Sightings	Several Ghosts	True	False	Minnesota	94.13	38.9	13.4	0	Visual Only	0	[]	[]	[]	[]	[]	[]
night		Unknown	True	True	Minnesota	94.13	38.9	13.4	0	Both	0	[]	['night']	[]	['Mayo Clinic']	[]	[]
Unknown	Violent or Tragic Deaths	Unknown	False	True	Minnesota	94.13	38.9	13.4	4	Audio Only	2-5	[]	[]	[]	[]	[]	[]
night	Fire and Destruction	Unknown	True	False	Minnesota	94.13	38.9	13.4	0	Visual Only	0	[]	['late at night']	[]	[]	[]	[]
Unknown		Unknown	False	True	Minnesota	94.13	38.9	13.4	1	Audio Only	1	[]	[]	"[""Howard's edition""]"	[]	[]	[]
night		Unknown	False	False	Minnesota	94.13	38.9	13.4	6	None	6-10	[]	['nights']	[]	[]	[]	[]
night	Object and Environmental Manipulation	Unknown	False	False	Minnesota	94.13	38.9	13.4	0	None	0	[]	[]	['St. Odilia']	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Unknown	False	True	Minnesota	94.13	38.9	13.4	0	Audio Only	0	[]	['hours']	[]	[]	[]	[]
Unknown	Ghostly Sightings	Child Ghost	False	True	Minnesota	94.13	38.9	13.4	1	Audio Only	1	[]	[]	['Riverview']	['SCSU']	[]	[]
night	Object and Environmental Manipulation	Unknown	False	True	Minnesota	94.13	38.9	13.4	1	Audio Only	1	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Child Ghost	True	False	Minnesota	94.13	38.9	13.4	0	Visual Only	0	[]	[]	[]	['James W. Miller Learning Resources Center']	[]	[]
night	Violent or Tragic Deaths	Unknown	False	True	Minnesota	94.13	38.9	13.4	5	Audio Only	2-5	[]	[]	['Lawrence Hall']	['St. Cloud State University']	[]	[]
night	Violent or Tragic Deaths	Child Ghost	True	True	Minnesota	94.13	38.9	13.4	6	Both	6-10	[]	['late at night']	['Shoemaker', 'Shoemaker Hall']	['the St. Cloud Normal School']	[]	[]
Unknown	Violent or Tragic Deaths	Unknown	True	False	Minnesota	94.13	38.9	13.4	1	Visual Only	1	[]	[]	[]	[]	[]	[]
afternoon	Murder	Several Ghosts	True	True	Minnesota	94.13	38.9	13.4	6	Both	6-10	[]	[]	['North Shoemaker Hall']	[]	[]	[]
night	Object and Environmental Manipulation	Unknown	False	True	Minnesota	94.13	38.9	13.4	1	Audio Only	1	[]	[]	[]	[]	[]	[]
night	Violent or Tragic Deaths	Unknown	True	False	Minnesota	94.13	38.9	13.4	1	Visual Only	1	[]	[]	[]	[]	[]	[]
night	Mysterious Occurrences	Unknown	False	True	Minnesota	94.13	38.9	13.4	1	Audio Only	1	[]	[]	[]	[]	[]	[]
night	Ghostly Sightings	Female Ghost	False	False	Minnesota	94.13	38.9	13.4	0	None	0	[]	[]	[]	['Benedicta Arts Center']	[]	[]
Unknown	Mysterious Occurrences	Orb	False	False	Minnesota	94.13	38.9	13.4	0	None	0	[]	['10:30']	[]	[]	[]	[]
night	Sounds and Noises	Unknown	False	True	Minnesota	94.13	38.9	13.4	0	Audio Only	0	[]	[]	[]	[]	[]	[]
Unknown		Unknown	True	True	Minnesota	94.13	38.9	13.4	1	Both	1	[]	[]	['St. Mary’s Hall']	[]	[]	[]
night	Ghostly Sightings	Child Ghost	False	True	Minnesota	94.13	38.9	13.4	1	Audio Only	1	[]	['late night']	[]	[]	[]	[]
night	Murder	Several Ghosts	True	True	Minnesota	94.13	38.9	13.4	1	Both	1	[]	[]	[]	"[""Forepaugh's Restaurant""]"	[]	[]
night		Unknown	True	True	Minnesota	94.13	38.9	13.4	0	Both	0	[]	['night']	[]	[]	[]	[]
Unknown	Violent or Tragic Deaths	Unknown	True	True	Minnesota	94.13	38.9	13.4	1	Both	1	[]	[]	['the Lilydale Caves']	[]	[]	[]
Unknown		Unknown	False	True	Minnesota	94.13	38.9	13.4	0	Audio Only	0	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Unknown	True	True	Minnesota	94.13	38.9	13.4	0	Both	0	[]	[]	['Caves']	[]	[]	[]
night	Violent or Tragic Deaths	Unknown	False	True	Minnesota	94.13	38.9	13.4	1	Audio Only	1	[]	['night']	[]	['Mounds Park Hospital', 'The Marian Center']	[]	[]
night	Unexplained Movements and Physical Manifestations	Several Ghosts	False	True	Minnesota	94.13	38.9	13.4	0	Audio Only	0	[]	[]	['The Mansion']	['the Schmidt Brewery']	[]	[]
night	Violent or Tragic Deaths	Unknown	True	True	Minnesota	94.13	38.9	13.4	0	Both	0	[]	[]	"['St. Paul', ""Michael's Bar"", 'East 7th Street']"	['The Noose Bar']	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Unknown	True	False	Minnesota	94.13	38.9	13.4	0	Visual Only	0	"['approx 5\'5"" to 5\'7""']"	[]	[]	[]	[]	[]
Unknown	Violent or Tragic Deaths	Unknown	True	True	Minnesota	94.13	38.9	13.4	0	Both	0	[]	[]	[]	[]	['Mississippi']	[]
morning	Ghostly Sightings	Female Ghost	True	True	Minnesota	94.13	38.9	13.4	1	Both	1	[]	['Early morning']	[]	[]	[]	[]
night	Ghostly Sightings	Unknown	False	True	Minnesota	94.13	38.9	13.4	1	Audio Only	1	[]	['night']	[]	[]	[]	[]
Unknown	Ghostly Sightings	Child Ghost	True	False	Minnesota	94.13	38.9	13.4	0	Visual Only	0	[]	[]	[]	[]	[]	[]
night		Unknown	True	False	Minnesota	94.13	38.9	13.4	0	Visual Only	0	[]	['late at night']	[]	['Capitol']	[]	[]
night	Unexplained Movements and Physical Manifestations	Male Ghost	False	False	Minnesota	94.13	38.9	13.4	1	None	1	[]	['one night']	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Female Ghost	True	False	Minnesota	94.13	38.9	13.4	1	Visual Only	1	['about 150 yards']	['late night', 'nights']	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Unknown	True	False	Minnesota	94.13	38.9	13.4	5	Visual Only	2-5	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Several Ghosts	True	False	Minnesota	94.13	38.9	13.4	0	Visual Only	0	[]	[]	[]	['Inn']	[]	[]
Unknown		Unknown	True	False	Minnesota	94.13	38.9	13.4	1	Visual Only	1	[]	[]	[]	[]	[]	[]
Unknown		Child Ghost	True	True	Minnesota	94.13	38.9	13.4	1	Both	1	"['2"" x 4""']"	[]	['The Southern Building', 'the Main Inn', 'The Northern Building']	['Inn']	['the North Side']	[]
Unknown	Violent or Tragic Deaths	Unknown	True	True	Minnesota	94.13	38.9	13.4	6	Both	6-10	[]	[]	"[""Dead Man's Trail""]"	[]	[]	[]
Unknown	Violent or Tragic Deaths	Child Ghost	False	True	Minnesota	94.13	38.9	13.4	1	Audio Only	1	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Several Ghosts	True	False	Minnesota	94.13	38.9	13.4	0	Visual Only	0	[]	[]	[]	[]	[]	[]
night		Unknown	True	False	Minnesota	94.13	38.9	13.4	17	Visual Only	10+	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Several Ghosts	True	True	Minnesota	94.13	38.9	13.4	6	Both	6-10	[]	[]	[]	['Carmike Cinemas']	[]	[]
night	Murder	Unknown	True	True	Minnesota	94.13	38.9	13.4	0	Both	0	[]	['the calmest night', 'the night']	[]	[]	[]	[]
Unknown	Violent or Tragic Deaths	Several Ghosts	False	False	Minnesota	94.13	38.9	13.4	1	None	1	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Several Ghosts	True	True	Minnesota	94.13	38.9	13.4	1	Both	1	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Several Ghosts	False	True	Minnesota	94.13	38.9	13.4	1	Audio Only	1	[]	[]	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Several Ghosts	False	True	Minnesota	94.13	38.9	13.4	0	Audio Only	0	[]	[]	[]	[]	[]	[]
night	Murder	Several Ghosts	True	True	Minnesota	94.13	38.9	13.4	6	Both	6-10	[]	[]	['Timberlake Road']	[]	[]	[]
Unknown	Murder	Unknown	True	True	Minnesota	94.13	38.9	13.4	0	Both	0	[]	[]	[]	[]	[]	[]
Unknown	Murder	Female Ghost	False	False	Minnesota	94.13	38.9	13.4	4	None	2-5	[]	[]	['Heffron Hall']	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Female Ghost	False	True	Minnesota	94.13	38.9	13.4	0	Audio Only	0	[]	[]	['W-K', 'W-K.']	[]	[]	[]
Unknown	Ghostly Sightings	Female Ghost	False	True	Minnesota	94.13	38.9	13.4	0	Audio Only	0	[]	[]	['Lourdes', 'Lourdes Hall']	[]	[]	[]
Unknown	Violent or Tragic Deaths	Unknown	False	True	Minnesota	94.13	38.9	13.4	0	Audio Only	0	[]	[]	['Lourdes Hall']	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Male Ghost	True	True	Minnesota	94.13	38.9	13.4	1	Both	1	[]	[]	['Richards Hall']	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Female Ghost	True	True	Minnesota	94.13	38.9	13.4	0	Both	0	[]	['night']	[]	['YMCA']	[]	[]
Unknown	Ghostly Sightings	Male Ghost	False	False	South Carolina	89.61	31.53	11.95	0	None	0	[]	[]	['The Historical Abbeville Opera House']	[]	[]	[]
night	Ghostly Sightings	Child Ghost	False	True	South Carolina	89.61	31.53	11.95	1	Audio Only	1	[]	['late at night', 'nights']	[]	[]	[]	[]
night	Sounds and Noises	Unknown	True	True	South Carolina	89.61	31.53	11.95	5	Both	2-5	[]	[]	[]	['Inn']	[]	[]
Unknown	Ghostly Sightings	Male Ghost	True	True	South Carolina	89.61	31.53	11.95	0	Both	0	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Female Ghost	True	False	South Carolina	89.61	31.53	11.95	1	Visual Only	1	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Child Ghost	True	True	South Carolina	89.61	31.53	11.95	0	Both	0	[]	[]	[]	['Sullivan Music Center']	[]	[]
morning		Unknown	True	True	South Carolina	89.61	31.53	11.95	1	Both	1	[]	['the following morning']	[]	[]	['St. Helena']	[]
night		Unknown	True	False	South Carolina	89.61	31.53	11.95	5	Visual Only	2-5	[]	[]	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Several Ghosts	False	False	South Carolina	89.61	31.53	11.95	1	None	1	[]	[]	[]	[]	[]	[]
night	Violent or Tragic Deaths	Child Ghost	False	False	South Carolina	89.61	31.53	11.95	1	None	1	[]	[]	[]	[]	[]	[]
Unknown	Violent or Tragic Deaths	Unknown	False	True	South Carolina	89.61	31.53	11.95	10	Audio Only	6-10	[]	['around 9:00 P.M.']	[]	[]	[]	[]
night	Violent or Tragic Deaths	Several Ghosts	True	True	South Carolina	89.61	31.53	11.95	0	Both	0	[]	['One night']	['Rock House Rd']	[]	"[""the King's Mountain Battle Ground""]"	[]
night	Object and Environmental Manipulation	Unknown	True	False	South Carolina	89.61	31.53	11.95	1	Visual Only	1	[]	[]	['White Wolf Hollow']	[]	['Kings Mtn']	[]
night	Violent or Tragic Deaths	Unknown	True	False	South Carolina	89.61	31.53	11.95	1	Visual Only	1	[]	[]	['Kings Mt. St. Park']	['Klan']	"['White Wolf Hollow""-']"	[]
night	Object and Environmental Manipulation	Unknown	True	True	South Carolina	89.61	31.53	11.95	1	Both	1	[]	[]	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Female Ghost	True	True	South Carolina	89.61	31.53	11.95	1	Both	1	[]	[]	[]	[]	[]	[]
night	Object and Environmental Manipulation	Unknown	True	True	South Carolina	89.61	31.53	11.95	1	Both	1	['about 3 feet']	[]	['Burkins road']	[]	[]	"[""the Battle of Huck's Defeat""]"
night	Violent or Tragic Deaths	Female Ghost	False	False	South Carolina	89.61	31.53	11.95	1	None	1	[]	[]	[]	['the British Army']	[]	['the Revolutionary War']
night	Object and Environmental Manipulation	Unknown	False	False	South Carolina	89.61	31.53	11.95	1	None	1	['about 3 miles']	[]	['N.C. HWY 16.-']	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Male Ghost	False	False	South Carolina	89.61	31.53	11.95	0	None	0	[]	[]	[]	[]	[]	[]
night	Unexplained Movements and Physical Manifestations	Child Ghost	True	False	South Carolina	89.61	31.53	11.95	0	Visual Only	0	[]	[]	[]	[]	[]	[]
Unknown	Sounds and Noises	Several Ghosts	False	True	South Carolina	89.61	31.53	11.95	21	Audio Only	10+	[]	[]	['the Riverside Estates Apartment Complex']	[]	['the Congaree River']	[]
Unknown	Ghostly Sightings	Male Ghost	False	False	South Carolina	89.61	31.53	11.95	5	None	2-5	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Child Ghost	False	False	South Carolina	89.61	31.53	11.95	0	None	0	[]	[]	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Several Ghosts	False	False	South Carolina	89.61	31.53	11.95	0	None	0	[]	[]	[]	[]	[]	[]
Unknown	Unexplained Movements and Physical Manifestations	Ghost	True	False	South Carolina	89.61	31.53	11.95	0	Visual Only	0	[]	[]	[]	[]	[]	[]
night	Ghostly Sightings	Female Ghost	True	True	South Carolina	89.61	31.53	11.95	2	Both	2-5	[]	['night']	[]	[]	[]	[]
Unknown	Mysterious Occurrences	Orb	False	True	South Carolina	89.61	31.53	11.95	0	Audio Only	0	[]	[]	['The Old Exchange']	[]	[]	[]
Unknown	Sounds and Noises	Several Ghosts	True	True	South Carolina	89.61	31.53	11.95	5	Both	2-5	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Several Ghosts	False	False	South Carolina	89.61	31.53	11.95	0	None	0	[]	[]	[]	[]	[]	[]
night	Violent or Tragic Deaths	Unknown	True	True	South Carolina	89.61	31.53	11.95	1	Both	1	[]	[]	[]	[]	[]	[]
Unknown	Ghostly Sightings	Several Ghosts	True	False	South Carolina	89.61	31.53	11.95	1	Visual Only	1	[]	[]	[]	[]	[]	[]
night	Ghostly Sightings	Male Ghost	False	False	South Carolina	89.61	31.53	11.95	1	None	1	[]	['night']	[]	[]	[]	[]
Unknown	Ghostly Sightings	Female Ghost	False	False	South Carolina	89.61	31.53	11.95	5	None	2-5	[]	[]	['Lydia Mill']	[]	[]	[]
Unknown	Sounds and Noises	Unknown	True	True	South Carolina	89.61	31.53	11.95	0	Both	0	['10 acres']	[]	[]	[]	[]	[]
